Price inr,Year,Kilometer,Engine,Length,Width,Height,Fuel Tank Capacity,Max_Power,Max_Torque,priceUSD,0.012
775000,2021,24000,1197,3845,1735,1530,37,89,113,9300,
775000,2017,71000,1373,4296,1695,1685,45,94,130,9300,
775000,2017,60500,1197,4390,1699,1467,55,103,175,9300,
775000,2017,67000,1461,4315,1822,1695,50,108,248,9300,
775000,2019,14095,1499,3999,1765,1708,52,109,140,9300,
775000,2018,39000,1497,4440,1695,1495,40,117,145,9300,
775000,2016,42000,1497,4440,1695,1495,40,117,145,9300,
775000,2014,125000,2179,4456,1820,1995,60,120,280,9300,
775000,2015,82000,1582,4270,1780,1630,60,126,265,9300,
779000,2016,9889,1197,3985,1734,1505,45,82,115,9348,
780000,2017,94827,1248,3995,1790,1640,48,89,200,9360,
785000,2018,80000,1248,3995,1790,1640,48,89,200,9420,
785000,2018,23000,1199,3955,1694,1544,40,89,110,9420,
785000,2017,20000,1373,4490,1730,1485,43,91,130,9420,
785000,2017,44000,1493,3995,1835,1839,60,100,240,9420,
789000,2017,60444,1498,4315,1822,1695,50,105,142,9468,
790000,2019,25000,1197,3995,1745,1510,37,82,113,9480,
790000,2017,50000,1248,3995,1790,1640,48,89,200,9480,
790000,2018,41000,1498,3999,1734,1601,40,99,200,9480,
790000,2016,63088,1497,4440,1695,1495,40,117,145,9480,
795000,2015,86000,2523,4456,1820,1930,60,75,200,9540,
795000,2021,9000,1199,3993,1677,1532,35,84,113,9540,
795000,2022,4000,1197,3995,1775,1505,37,87,115,9540,
795000,2017,52245,1248,4300,1785,1595,48,89,200,9540,
795000,2019,22224,1199,3995,1695,1501,35,89,110,9540,
795000,2018,45326,1199,3999,1734,1601,40,89,110,9540,
795000,2017,9000,1373,4296,1695,1685,45,94,130,9540,
795000,2014,53000,1798,4838,1817,1482,60,158,250,9540,
799000,2019,37500,1197,3995,1745,1510,37,82,113,9588,
799000,2018,79800,1582,4375,1700,1475,43,126,260,9588,
800000,2018,66000,1248,3995,1735,1515,37,74,190,9600,
800000,2018,68000,1396,4270,1780,1630,60,89,224,9600,
800000,2022,10000,1197,3845,1735,1530,37,89,113,9600,
800000,2017,82300,1373,4490,1730,1485,43,91,130,9600,
800000,2017,76642,1373,4296,1695,1685,45,94,130,9600,
800000,2021,13000,999,3991,1750,1605,40,99,152,9600,
800000,2017,52836,1598,4300,1765,1590,48,118,320,9600,
800000,2015,90000,1582,4270,1780,1630,60,126,265,9600,
800000,2015,25000,2179,4585,1890,1785,70,138,330,9600,
800000,2017,112000,1997,4585,1890,1785,70,138,320,9600,
801000,2018,30000,1248,3995,1790,1640,48,89,200,9612,
810000,2018,73000,1582,4440,1729,1475,45,126,260,9720,
810000,2012,47531,2179,4585,1890,1785,70,140,330,9720,
811000,2018,44153,1248,4395,1735,1690,45,89,200,9732,
811999,2017,31000,1582,4440,1729,1475,45,126,260,9743.988,
819999,2020,30000,1396,3985,1734,1505,45,89,220,9839.988,
819999,2018,27963,1199,3999,1734,1601,40,89,110,9839.988,
819999,2018,42000,1199,3999,1734,1601,40,89,110,9839.988,
819999,2015,94580,1798,4659,1814,1476,50,177,250,9839.988,
823000,2018,90000,1462,4490,1730,1485,43,103,138,9876,
825000,2019,9644,1197,3995,1735,1515,37,82,113,9900,
825000,2021,6600,1197,3805,1680,1520,37,82,114,9900,
825000,2021,22000,1197,3995,1745,1500,37,83,115,9900,
825000,2021,8499,1197,3995,1745,1500,37,83,115,9900,
825000,2018,48174,1248,3995,1790,1640,48,89,200,9900,
825000,2019,25500,1248,3995,1790,1640,48,89,200,9900,
825000,2019,81300,1248,3995,1790,1640,48,89,200,9900,
825000,2017,62000,1396,4270,1780,1630,60,89,224,9900,
825000,2021,43000,1493,3995,1775,1505,37,99,240,9900,
825000,2018,62000,1197,4390,1699,1467,55,103,175,9900,
825000,2019,44000,1462,4490,1730,1485,43,103,138,9900,
825000,2016,45000,1497,4440,1695,1495,40,117,145,9900,
825000,2010,114000,2982,4695,1840,1850,80,171,343,9900,
825000,2015,75000,2199,4690,1880,1690,64,194,437,9900,
825000,2009,63300,2967,4628,1879,1651,75,240,500,9900,
835000,2018,42855,1497,4440,1695,1495,40,117,145,10020,
840000,2020,11000,1197,3840,1735,1530,37,82,113,10080,
840000,2020,7000,1197,3995,1745,1500,37,83,115,10080,
840000,2019,34000,1497,4440,1695,1495,40,117,145,10080,
844999,2018,71000,1582,4375,1700,1475,43,126,260,10139.988,
849000,2021,17283,1462,3995,1790,1640,48,103,138,10188,
850000,2018,83000,1493,3995,1745,1880,,70,195,10200,
850000,2019,72000,1248,4296,1695,1685,45,89,200,10200,
850000,2018,37093,1248,3995,1790,1640,48,89,200,10200,
850000,2018,85000,1248,3995,1790,1640,48,89,200,10200,
850000,2019,28000,1498,3998,1765,1647,52,99,205,10200,
850000,2019,85641,1493,3995,1835,1839,60,100,240,10200,
850000,2019,32000,1462,4490,1730,1485,43,103,138,10200,
850000,2018,52890,1497,4440,1695,1495,40,117,145,10200,
850000,2017,47255,1497,4440,1695,1495,40,117,145,10200,
850000,2016,72000,1582,4270,1780,1630,60,126,265,10200,
850000,2016,114000,2179,4585,1890,1785,70,138,330,10200,
850000,2016,90300,2179,4585,1890,1785,70,138,330,10200,
850000,2014,85000,2953,5060,1788,1826,71,154,380,10200,
850000,2018,65000,2179,4788,1903,1791,60,154,400,10200,
850000,2011,85000,2143,4868,1854,1471,90,203,500,10200,
855000,2017,57000,1582,4375,1700,1475,43,126,260,10260,
860000,2021,11030,1197,3995,1745,1510,37,82,113,10320,
860000,2018,33030,1248,3995,1790,1640,48,89,200,10320,
860000,2018,82200,1497,3994,1811,1607,44,108,260,10320,
860000,2016,57983,1591,4270,1780,1630,60,122,154,10320,
865000,2016,67000,1248,4296,1695,1685,45,89,200,10380,
865000,2018,53694,1248,3995,1790,1640,48,89,200,10380,
865000,2015,43634,2494,4585,1765,1760,55,101,200,10380,
865000,2017,49013,1497,4440,1695,1495,40,117,145,10380,
865000,2017,93000,2179,4585,1890,1785,70,140,330,10380,
869000,2021,8700,1199,3995,1695,1501,35,89,110,10428,
869999,2017,70000,1582,4270,1780,1630,60,126,265,10439.988,
871000,2015,64000,1582,4270,1780,1630,60,126,265,10452,
875000,2019,70000,1493,3995,1745,1880,,70,195,10500,
875000,2018,82000,1248,3995,1790,1640,48,89,200,10500,
875000,2018,24000,2498,3920,1726,1930,60,105,247,10500,
875000,2018,23148,1496,4425,1730,1495,42,106,140,10500,
875000,2018,28000,1497,4440,1695,1495,40,117,145,10500,
875000,2019,58618,1497,4440,1695,1495,40,117,145,10500,
875000,2018,50000,1497,4440,1695,1495,40,117,145,10500,
875000,2019,36000,1497,4440,1695,1495,40,117,145,10500,
875000,2014,100000,2179,4456,1820,1995,60,120,280,10500,
875000,2015,67000,2179,4456,1820,1995,60,120,280,10500,
875000,2015,87000,2179,4456,1820,1995,60,120,280,10500,
875000,2017,50000,1591,4270,1780,1630,60,122,154,10500,
875000,2016,62125,1582,4270,1780,1630,60,126,265,10500,
875000,2014,99000,2199,4690,1880,1690,64,194,437,10500,
880000,2018,47000,1598,4386,1699,1466,55,104,153,10560,
885000,2018,38000,1598,4413,1699,1466,55,104,153,10620,
885000,2016,57983,1591,4270,1780,1630,60,122,154,10620,
890000,2022,7500,1199,3827,1742,1615,37,84,113,10680,
890000,2017,70000,1248,3995,1790,1640,48,89,200,10680,
890000,2020,23500,1498,4360,1822,1695,50,105,142,10680,
890000,2018,35000,1198,3994,1811,1607,44,108,170,10680,
890000,2017,49000,1591,4270,1780,1630,60,122,154,10680,
890000,2016,88000,1582,4270,1780,1630,60,126,265,10680,
890000,2015,138314,1582,4270,1780,1630,60,126,265,10680,
890000,2014,63000,1798,4540,1760,1480,55,138,173,10680,
891000,2016,47000,1591,4270,1780,1630,60,122,154,10692,
894999,2018,21365,1197,3995,1745,1510,37,82,113,10739.988,
894999,2021,25000,1197,3995,1775,1505,37,87,115,10739.988,
894999,2019,46000,1248,3995,1790,1640,48,89,200,10739.988,
894999,2015,39780,1798,4620,1775,1475,55,138,173,10739.988,
899000,2018,13066,1373,4490,1730,1485,43,91,130,10788,
899000,2015,125000,2494,4585,1765,1760,55,101,200,10788,
900000,2019,17000,1199,3999,1734,1601,40,89,110,10800,
900000,2018,55000,1598,4413,1699,1466,55,104,153,10800,
900000,2020,23000,998,3995,1770,1605,45,118,172,10800,
900000,2016,70000,2696,4755,1900,1785,78,162,340,10800,
910000,2019,76000,1498,4490,1730,1485,43,94,225,10920,
910000,2019,34000,1462,4490,1730,1485,43,103,138,10920,
925000,2018,74797,1498,3998,1765,1647,52,99,205,11100,
925000,2021,48000,1462,3995,1790,1640,48,103,138,11100,
925000,2017,28000,1497,3994,1811,1607,44,108,260,11100,
925000,2019,60888,1497,3995,1821,1627,42,115,300,11100,
925000,2016,150000,2179,4456,1820,1995,60,120,280,11100,
925000,2017,29401,1591,4270,1780,1630,60,122,154,11100,
925000,2016,66000,1582,4270,1780,1630,60,126,265,11100,
925000,2018,925000,1582,4375,1700,1475,43,126,260,11100,
935000,2019,56000,1498,3990,1680,1505,35,99,200,11220,
940000,2021,35000,1598,4390,1699,1467,55,103,153,11280,
944999,2019,88000,1493,3995,1795,1817,60,100,240,11339.988,
944999,2016,65321,2494,4585,1765,1760,55,101,200,11339.988,
944999,2017,41417,1197,3971,1682,1469,45,103,175,11339.988,
949000,2018,50500,1248,3995,1790,1640,48,89,200,11388,
949000,2018,37100,1497,4440,1695,1495,40,117,145,11388,
950000,2018,41000,2523,4456,1820,1930,60,75,200,11400,
950000,2020,39000,1498,3995,1695,1501,35,79,160,11400,
950000,2020,55055,1248,4300,1785,1595,48,89,200,11400,
950000,2018,63000,1396,4270,1780,1630,60,89,224,11400,
950000,2018,71000,1248,3995,1790,1640,48,89,200,11400,
950000,2022,10000,1197,3995,1735,1515,37,89,113,11400,
950000,2019,32809,1598,4386,1699,1466,55,105,250,11400,
950000,2021,24000,999,3971,1682,1469,45,109,175,11400,
950000,2020,57400,1497,3995,1821,1627,42,115,300,11400,
950000,2019,22000,1497,4440,1695,1495,40,118,145,11400,
950000,2017,55000,1997,4456,1820,1995,60,120,280,11400,
950000,2016,73000,1582,4270,1780,1630,60,126,265,11400,
950000,2016,86000,2179,4585,1890,1785,70,138,330,11400,
950000,2011,65000,1991,4879,1854,1474,80,184,300,11400,
951000,2016,42000,2523,4456,1820,1930,60,75,200,11412,
955000,2016,110000,1997,4585,1890,1785,70,138,320,11460,
960000,2018,24000,1461,4315,1822,1695,50,84,200,11520,
960000,2012,222000,2494,4555,1770,1755,55,102,200,11520,
960000,2016,37079,1591,4270,1780,1630,60,122,154,11520,
965000,2021,27000,1497,3995,1821,1627,42,115,300,11580,
965000,2018,87001,1582,4375,1700,1475,43,126,260,11580,
969999,2016,39000,1248,4296,1695,1685,45,89,200,11639.988,
969999,2018,68000,1582,4270,1780,1665,55,126,260,11639.988,
975000,2019,58000,1248,3995,1790,1640,48,89,200,11700,
975000,2019,41792,1462,4445,1775,1700,45,103,138,11700,
975000,2019,56881,1497,4440,1695,1495,40,117,145,11700,
975000,2018,53300,1591,4440,1729,1475,45,121,151,11700,
975000,2017,78000,2179,4585,1890,1785,70,140,330,11700,
975000,2013,102000,2143,4596,1770,1447,66,170,400,11700,
975000,2011,75000,1968,4701,1826,1427,63,177,380,11700,
975000,2013,72000,2696,4755,1900,1785,78,184,402,11700,
975000,2011,61000,1995,4899,2094,1464,,217,450,11700,
980000,2011,78000,2497,4868,1854,1471,80,204,245,11760,
985000,2017,68000,2179,4456,1820,1995,60,120,280,11820,
990000,2019,23000,1396,4270,1780,1630,60,89,224,11880,
990000,2019,54572,1248,3995,1790,1640,48,89,200,11880,
990000,2015,98000,2494,4585,1765,1760,55,101,200,11880,
990000,2019,21894,1462,4395,1735,1690,45,103,138,11880,
990000,2020,24013,998,3995,1770,1605,45,118,172,11880,
994999,2019,27900,1462,4445,1775,1700,45,103,138,11939.988,
994999,2016,105000,2179,4585,1890,1785,70,138,330,11939.988,
994999,2012,89311,1984,4635,1865,1484,67.5,165,400,11939.988,
999000,2019,27464,998,3995,1770,1605,45,118,172,11988,
1000000,2022,4000,999,3991,1750,1605,40,71,96,12000,
1000000,2014,158690,2494,4585,1760,1760,55,100,200,12000,
1000000,2018,42000,1591,4270,1780,1630,60,122,154,12000,
1000000,2016,33000,2179,4585,1890,1785,70,138,330,12000,
1000000,2018,38000,2179,4788,1903,1791,60,148,320,12000,
1000000,2010,67000,1798,4701,1826,1427,63,170,320,12000,
1000000,2010,127000,2982,4695,1840,1850,80,171,343,12000,
1011000,2019,74179,1248,3995,1790,1640,48,89,200,12132,
1015000,2015,68566,1582,4270,1780,1630,60,126,265,12180,
1025000,2019,90000,1248,3995,1790,1640,48,89,200,12300,
1025000,2019,42000,1396,3995,1770,1605,45,89,220,12300,
1025000,2019,42000,1373,4296,1695,1685,45,94,130,12300,
1025000,2020,20124,999,3971,1682,1469,45,109,175,12300,
1035000,2017,79000,2498,3920,1710,1930,60,105,247,12420,
1035000,2018,36000,1582,4270,1780,1630,60,126,265,12420,
1040000,2019,18000,1497,4440,1695,1495,40,117,145,12480,
1044999,2021,24000,1462,3995,1790,1640,48,103,138,12539.988,
1044999,2016,78000,1582,4270,1780,1630,60,126,265,12539.988,
1050000,2021,5000,1248,4490,1730,1485,43,89,200,12600,
1050000,2021,1910,1462,3995,1790,1640,48,103,138,12600,
1050000,2017,29386,1497,4440,1695,1495,40,117,145,12600,
1050000,2022,1500,1199,3993,1811,1606,44,118,170,12600,
1050000,2020,16282,998,3995,1775,1505,37,118,172,12600,
1050000,2021,7500,998,3995,1770,1605,45,118,172,12600,
1050000,2019,17000,1497,4585,1866,1774,45,121,300,12600,
1050000,2018,34841,1591,4270,1780,1665,55,122,151,12600,
1050000,2017,97000,1582,4270,1780,1630,60,126,265,12600,
1050000,2017,88757,2179,4788,1903,1791,60,154,400,12600,
1050000,2017,71800,1956,4395,1818,1640,60,171,350,12600,
1055000,2020,15000,998,3995,1790,1647,45,118,172,12660,
1060000,2019,12382,1497,4440,1695,1495,40,117,145,12720,
1063000,2019,31056,1598,4300,1765,1590,48,118,320,12756,
1070000,2021,8800,998,3995,1770,1605,45,118,172,12840,
1074000,2017,50050,1591,4270,1780,1630,60,122,154,12888,
1075000,2021,12020,1197,3995,1775,1505,37,87,115,12900,
1075000,2019,30672,1462,4490,1730,1485,43,103,138,12900,
1075000,2019,28000,998,3995,1770,1605,45,118,172,12900,
1075000,2019,45000,1591,4270,1780,1665,55,122,151,12900,
1075000,2015,138000,2179,4585,1890,1785,70,138,330,12900,
1075000,2016,70000,1798,4620,1775,1475,55,138,173,12900,
1075000,2013,125000,2982,4705,1840,1850,80,169,360,12900,
1075000,2017,86000,1956,4395,1818,1640,60,171,350,12900,
1080000,2019,68000,1396,4270,1780,1630,60,89,224,12960,
1080000,2021,38000,1373,4296,1695,1685,45,94,130,12960,
1080000,2020,56000,1493,3995,1770,1605,45,99,240,12960,
1080000,2020,52000,1497,3995,1821,1627,42,115,300,12960,
1085000,2018,8922,1198,3994,1811,1607,44,108,170,13020,
1085000,2022,3383,998,3995,1770,1605,45,118,172,13020,
1085000,2018,45915,1582,4440,1729,1475,45,126,260,13020,
1090000,2019,37000,1396,4270,1780,1665,55,89,220,13080,
1090000,2019,40900,1496,4425,1730,1495,42,106,140,13080,
1090000,2020,26200,998,3995,1770,1605,45,118,172,13080,
1090000,2017,19000,1997,4456,1820,1995,60,120,280,13080,
1090000,2017,144933,2179,4585,1890,1785,70,138,330,13080,
1090000,2012,65000,1995,4648,1881,1661,67,184,380,13080,
1095000,2020,43260,1197,3971,1682,1469,45,103,175,13140,
1095000,2022,2700,1497,4440,1695,1495,40,118,145,13140,
1095000,2017,39000,1591,4270,1780,1630,60,122,154,13140,
1095000,2016,45000,1798,4620,1775,1475,55,138,173,13140,
1095000,2018,57000,2179,4585,1890,1785,70,153,360,13140,
1095000,2018,50000,2179,4585,1890,1785,70,153,360,13140,
1097000,2022,1700,1493,3995,1770,1605,45,99,240,13164,
1099000,2018,20690,1598,4413,1699,1466,55,104,153,13188,
1100000,2018,65954,1582,4270,1780,1665,55,126,260,13200,
1100000,2019,26000,1582,4375,1700,1475,43,126,260,13200,
1100000,2011,51500,2143,4596,1770,1447,66,207,500,13200,
1115000,2018,37000,1591,4270,1780,1665,55,122,151,13380,
1115000,2018,58590,2179,4585,1890,1785,70,153,360,13380,
1121000,2019,38000,2523,4456,1820,1930,60,75,200,13452,
1123000,2017,80000,1582,4440,1729,1475,45,126,260,13476,
1125000,2020,46807,999,4413,1699,1466,55,109,175,13500,
1125000,2019,50000,1591,4370,1700,1475,43,121,158,13500,
1125000,2018,60000,1582,4270,1780,1665,55,126,260,13500,
1125000,2019,40000,1582,4375,1700,1475,43,126,260,13500,
1130000,2020,12905,998,3995,1775,1505,37,118,172,13560,
1130000,2015,50000,1997,4545,1820,1685,58,154,190,13560,
1138000,2018,6000,1497,4440,1695,1495,40,117,145,13656,
1149000,2019,26894,1591,4440,1729,1475,45,121,151,13788,
1150000,2014,99000,2179,4456,1820,1995,60,120,280,13800,
1150000,2013,52000,1595,4359,2010,1557,50,120,200,13800,
1150000,2014,39000,1595,4359,2010,1557,50,120,200,13800,
1150000,2017,66602,1582,4270,1780,1630,60,126,265,13800,
1150000,2010,120000,2987,4868,1854,1471,80,231,540,13800,
1160000,2015,47981,1968,4659,1814,1476,50,141,320,13920,
1165000,2018,32000,2179,4456,1820,1995,60,120,280,13980,
1175000,2021,37556,1396,3995,1770,1605,45,89,220,14100,
1175000,2019,20000,1591,4375,1700,1475,43,121,158,14100,
1175000,2019,36313,1591,4270,1780,1630,60,122,154,14100,
1175000,2018,97000,1582,4375,1700,1475,43,126,260,14100,
1175000,2017,24000,1999,4620,1800,1465,50,150,192,14100,
1175000,2012,77000,1968,4915,1874,1455,65,177,380,14100,
1175000,2013,50000,1968,4701,1826,1427,63,177,380,14100,
1175000,2014,87938,2199,4690,1880,1690,64,194,437,14100,
1180000,2019,38000,1591,4370,1700,1475,43,121,158,14160,
1185000,2021,10700,998,3995,1770,1605,45,118,172,14220,
1190000,2020,47248,1462,4445,1775,1700,45,103,138,14280,
1190000,2018,59000,2179,4456,1820,1995,60,120,280,14280,
1190000,2018,76000,1582,4270,1780,1630,60,126,265,14280,
1190000,2017,41470,2179,4585,1890,1785,70,138,330,14280,
1195000,2022,6200,998,3995,1790,1647,45,118,172,14340,
1195000,2010,74000,2497,4841,1846,1468,70,177,400,14340,
1199000,2020,26497,1497,4440,1695,1495,40,117,145,14388,
1199000,2012,12749,2982,4705,1840,1850,80,169,343,14388,
1200000,2021,37230,999,4390,1699,1467,55,109,175,14400,
1200000,2019,27657,1582,4270,1780,1665,55,126,260,14400,
1200000,2015,50965,1984,4370,1783,1458,60,150,350,14400,
1200000,2017,95785,2179,4788,1903,1791,60,154,400,14400,
1220000,2020,35000,2179,4456,1820,1995,60,120,280,14640,
1221000,2019,46000,2179,4456,1820,1995,60,120,280,14652,
1225000,2022,16000,1462,4445,1775,1700,45,103,138,14700,
1225000,2021,23000,1462,4395,1735,1690,45,103,138,14700,
1225000,2019,47000,1582,4270,1780,1665,55,126,260,14700,
1225000,2012,97000,2982,4705,1840,1850,80,169,343,14700,
1240000,2018,440000,1582,4270,1780,1665,55,126,260,14880,
1240000,2017,57000,1956,4395,1818,1640,60,171,350,14880,
1245000,2021,7239,1462,4445,1775,1700,45,103,138,14940,
1245000,2021,10530,998,3995,1775,1505,37,118,172,14940,
1250000,2013,71141,1984,4370,1783,1458,60,150,350,15000,
1250000,2017,60200,1368,4395,1818,1640,60,160,250,15000,
1250000,2012,78000,2143,4596,1770,1447,66,170,400,15000,
1250000,2018,90000,1956,4395,1818,1640,60,171,350,15000,
1250000,2012,78000,1995,4899,2094,1464,,184,380,15000,
1251000,2018,120000,2179,4456,1820,1995,60,140,320,15012,
1255000,2021,10000,1497,4440,1695,1495,40,117,145,15060,
1260000,2018,33500,1591,4270,1780,1630,60,122,154,15120,
1260000,2018,36000,1591,4270,1780,1665,55,122,151,15120,
1270000,2019,61805,2179,4456,1820,1995,60,140,320,15240,
1275000,2021,30000,1493,4315,1800,1645,50,113,250,15300,
1275000,2020,42000,1497,4315,1800,1645,50,113,144,15300,
1275000,2019,44000,1591,4270,1780,1665,55,122,151,15300,
1275000,2019,58900,1582,4270,1780,1665,55,126,260,15300,
1275000,2018,47000,2179,4585,1890,1785,70,153,360,15300,
1275000,2012,101000,2143,4868,1854,1470,80,231,400,15300,
1290000,2014,85000,2494,4585,1760,1760,55,100,200,15480,
1290000,2012,121000,2982,4705,1840,1850,80,169,343,15480,
1295000,2018,30000,1591,4270,1780,1665,55,122,151,15540,
1295000,2018,65100,1798,4620,1775,1475,55,138,173,15540,
1295000,2011,56000,1995,4899,2094,1464,,217,450,15540,
1299000,2021,13400,1462,4445,1775,1700,45,103,138,15588,
1299000,2020,31348,1497,3995,1821,1627,42,115,300,15588,
1299000,2018,50000,1591,4270,1780,1630,60,122,154,15588,
1299000,2019,39000,1582,4270,1780,1665,55,126,260,15588,
1300000,2013,50300,1995,4097,1789,1561,47,112,270,15600,
1300000,2020,27000,1493,4315,1800,1645,50,113,250,15600,
1300000,2014,51000,1968,4385,1831,1608,64,174,380,15600,
1300000,2013,95000,2477,4695,1815,1840,70,176,400,15600,
1300000,2016,55000,1798,4670,1814,1476,50,177,250,15600,
1300000,1988,71000,1991,5063,1860,1494,80,181,300,15600,
1300000,2012,64800,1796,4596,1770,1447,66,186,285,15600,
1321000,2018,38000,1798,4620,1775,1475,55,138,173,15852,
1325000,2021,20000,998,3995,1790,1647,45,118,172,15900,
1325000,2021,9900,1591,4370,1700,1475,43,121,158,15900,
1325000,2012,98580,1968,4915,1874,1455,65,177,380,15900,
1340000,2021,11000,1497,4440,1695,1495,40,117,145,16080,
1350000,2019,79000,1493,4315,1800,1645,50,113,250,16200,
1350000,2014,80000,1595,4292,1780,1433,50,121,200,16200,
1350000,2018,56500,2179,4456,1820,1995,60,140,320,16200,
1350000,2015,60000,1968,4456,1796,1416,50,141,320,16200,
1350000,2017,70000,1368,4395,1818,1640,60,160,250,16200,
1350000,2012,72000,1968,4385,1831,1608,64,174,380,16200,
1350000,2015,47706,1968,4385,1831,1608,64,174,380,16200,
1350000,2012,72000,2987,4868,1854,1471,80,231,540,16200,
1375000,2017,70000,1582,4270,1780,1630,60,126,265,16500,
1375000,2016,75811,2179,4585,1890,1785,70,138,330,16500,
1375000,2019,69000,2179,4456,1820,1995,60,140,320,16500,
1375000,2012,98352,2982,4705,1840,1850,80,169,343,16500,
1375000,2013,97000,2982,4705,1840,1850,80,169,343,16500,
1375000,2013,83000,2982,4705,1840,1850,80,169,343,16500,
1375000,2011,62000,1968,4701,1826,1427,63,177,380,16500,
1375000,2013,102000,1995,4633,1811,1429,57,188,400,16500,
1380000,2014,100000,1968,4701,1826,1427,63,141,320,16560,
1390000,2022,32000,1498,4549,1748,1489,40,119,145,16680,
1390000,2019,29096,1591,4270,1780,1665,55,122,151,16680,
1390000,2014,85900,1968,4456,1796,1416,50,141,320,16680,
1390000,2012,69500,1968,4385,1831,1608,64,174,380,16680,
1390000,2017,56000,1798,4670,1814,1476,50,177,250,16680,
1390000,2017,56000,1798,4670,1814,1476,50,177,250,16680,
1395000,2013,65000,1995,4633,1811,1429,57,188,400,16740,
1399000,2021,11000,1497,4315,1800,1645,50,113,144,16788,
1400000,2019,13000,1591,4270,1780,1630,60,122,154,16800,
1400000,2020,94182,1968,4670,1814,1476,50,141,320,16800,
1400000,2014,143000,2982,4705,1840,1850,80,169,360,16800,
1400000,2013,60000,1968,4915,1874,1455,65,177,380,16800,
1400000,2013,121000,1995,4899,2094,1464,,184,380,16800,
1400000,2014,35000,1995,4624,2031,1429,60,184,380,16800,
1400000,2009,115000,2993,4854,1933,1776,85,218,480,16800,
1420000,2013,117000,1968,4385,1831,1608,64,174,380,17040,
1421000,2017,75000,2393,4735,1830,1795,55,148,343,17052,
1425000,2018,72870,1582,4270,1780,1665,55,126,260,17100,
1450000,2022,2500,1498,4549,1748,1489,40,98,200,17400,
1450000,2021,13000,1497,4440,1695,1495,40,118,145,17400,
1450000,2014,45000,2143,4596,1770,1447,66,170,400,17400,
1450000,2013,170669,2982,4705,1840,1850,80,171,343,17400,
1450000,2018,90000,1956,4395,1818,1640,60,171,350,17400,
1450000,2014,71796,1968,4385,1831,1608,64,174,380,17400,
1450000,2014,33000,1968,4915,1874,1455,65,177,380,17400,
1450000,2014,58000,1968,4915,1874,1455,65,177,380,17400,
1450000,2013,70000,1995,4624,2031,1429,60,184,380,17400,
1465000,2019,22000,1999,4570,1800,1465,50,150,192,17580,
1475000,2022,9500,1497,4315,1800,1637,50,113,144,17700,
1475000,2019,9576,1591,4270,1780,1665,55,122,151,17700,
1475000,2021,12000,2184,3985,1820,1844,57,130,300,17700,
1475000,2020,78000,2179,4456,1820,1995,60,140,320,17700,
1475000,2016,82000,2477,4695,1815,1840,70,176,350,17700,
1485000,2021,13000,1493,3995,1790,1647,45,113,250,17820,
1485000,2021,36700,1497,4585,1866,1774,45,121,300,17820,
1485000,2015,64120,2982,4705,1840,1850,80,169,343,17820,
1489000,2014,81000,1995,4097,1789,1561,47,112,270,17868,
1490000,2021,11000,1498,4440,1695,1495,40,99,200,17880,
1490000,2018,50000,2179,4585,1890,1785,70,138,330,17880,
1490000,2019,57600,1353,4315,1800,1645,50,138,242,17880,
1490000,2018,68000,2179,4456,1820,1995,60,140,320,17880,
1490000,2012,40000,1968,4629,1898,1653,75,174,380,17880,
1490000,2012,42000,1968,4915,1874,1455,65,177,380,17880,
1490000,2013,195000,1995,4899,2094,1464,,184,380,17880,
1495000,2018,28000,1368,4395,1818,1640,60,160,250,17940,
1495000,2014,85000,2982,4705,1840,1850,80,169,360,17940,
1495000,2017,28000,1798,4670,1814,1476,50,177,250,17940,
1495000,2011,72100,2987,5226,2120,1479,90,235,490,17940,
1499000,2021,22000,1493,3995,1790,1647,45,113,250,17988,
1500000,2021,31000,999,4221,1760,1612,50,114,178,18000,
1500000,2021,8000,1997,3985,1820,1844,57,150,300,18000,
1500000,2019,75000,2179,4585,1890,1785,70,153,360,18000,
1500000,2014,69000,1968,4915,1874,1455,65,177,380,18000,
1500000,2016,70000,1798,4861,1864,1483,66,177,250,18000,
1500000,2009,75000,3498,5076,1871,1473,90,272,350,18000,
1513000,2015,79000,1968,4385,1831,1608,64,174,380,18156,
1515000,2018,67546,1798,4670,1814,1476,50,177,250,18180,
1520000,2021,14000,1997,3985,1820,1844,57,150,300,18240,
1525000,2021,14000,1497,4315,1800,1645,50,114,144,18300,
1525000,2016,32000,1968,4456,1796,1416,50,141,320,18300,
1525000,2014,72000,2982,4705,1840,1850,80,169,360,18300,
1525000,2015,49000,1968,4701,1826,1427,63,177,380,18300,
1530000,2022,2000,1498,4549,1748,1489,40,119,145,18360,
1549000,2018,95315,2393,4735,1830,1795,55,148,343,18588,
1550000,2022,600,1498,4323,1809,1650,48,108,144,18600,
1550000,2020,28000,2184,3985,1820,1920,57,130,300,18600,
1550000,2022,12000,2179,4456,1820,1995,60,137,319,18600,
1550000,2019,17000,1353,4315,1800,1645,50,138,242,18600,
1550000,2013,104264,1995,4633,1811,1429,57,188,400,18600,
1575000,2019,55000,1493,4315,1800,1645,50,113,250,18900,
1575000,2020,63000,1493,4315,1800,1645,50,113,250,18900,
1575000,2014,15000,1968,4701,1826,1427,63,141,320,18900,
1575000,2021,8519,1997,3985,1820,1844,57,150,300,18900,
1575000,2013,66000,1968,4701,1826,1427,63,177,380,18900,
1580000,2018,115000,2755,4735,1830,1795,55,172,360,18960,
